Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
N.K. Sud,Male,Not Available,Not Available,Not Available,1999-05-14T00:00:00Z,2006-01-14T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,PunjabandHaryana
R.C. Kathuria,Male,Not Available,Not Available,Not Available,2000-05-25T00:00:00Z,2003-04-20T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,PunjabandHaryana
R.L. Anand,Male,Not Available,Not Available,Not Available,1996-01-29T00:00:00Z,2003-04-01T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,PunjabandHaryana
S.S. Grewal,Male,Not Available,Not Available,Not Available,2002-07-02T00:00:00Z,2004-10-03T00:00:00Z,No,No,Punjab and Haryana,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,PunjabandHaryana
Sarojnei Saksena,Female,Not Available,Not Available,Not Available,1994-09-27T00:00:00Z,1998-07-12T00:00:00Z,No,No,Madhya Pradesh,Yes,PunjabandHaryana,1994-10-10T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,PunjabandHaryana
R.R. Yadav,Male,1940-08-01T00:00:00Z,Not Available,Not Available,1994-02-01T00:00:00Z,2002-07-31T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1994-02-15T00:00:00Z,Allahabad,2001-06-01T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1964,not available,No,No,No,Rajasthan
Vishwanath Gopal Palshikar,Male,1945-01-07T00:00:00Z,Not Available,Not Available,1994-01-20T00:00:00Z,2007-01-06T00:00:00Z,No,No,Bombay,Yes,Rajasthan,1994-02-14T00:00:00Z,Bombay,2001-06-01T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1968,not available,No,No,No,Rajasthan
Narendra Narain Mathur,Male,1945-02-20T00:00:00Z,Not Available,Not Available,1994-01-31T00:00:00Z,2007-02-19T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,1994-02-15T00:00:00Z,Rajasthan,1999-02-24T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1970,not available,No,No,No,Rajasthan
Bhanwaru Khan Parian,Male,1947-07-01T00:00:00Z,Not Available,Not Available,2007-03-12T00:00:00Z,2009-06-30T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,not available,not available,Not Applicable,Not Applicable,No,No,No,Rajasthan
Manak Lal Mohta,Male,1947-07-01T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2009-06-30T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Commerce,not available,not available,1971,Rajasthan,No,No,No,Rajasthan
Ashok Kumar Parihar,Male,1947-08-25T00:00:00Z,Not Available,Not Available,1996-04-06T00:00:00Z,2009-08-24T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1974,not available,No,Yes,No,Rajasthan
Narayan Prasad Gupta,Male,1948-01-21T00:00:00Z,Not Available,Not Available,2000-01-20T00:00:00Z,2010-01-20T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1969,Rajasthan,No,No,No,Rajasthan
Rattan Chand Gandhi,Male,1948-01-22T00:00:00Z,Not Available,Not Available,1995-01-06T00:00:00Z,2010-01-21T00:00:00Z,No,No,J & K and Ladakh,Yes,Rajasthan,2006-01-17T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1974,Jammu and Kashmir,No,Yes,No,Rajasthan
Guman Singh,Male,1948-02-06T00:00:00Z,Not Available,Not Available,2007-03-12T00:00:00Z,2010-02-05T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,not available,Not Applicable,Not Applicable,No,No,No,Rajasthan
Himmat Ram Panwar,Male,1948-02-11T00:00:00Z,Not Available,Not Available,2001-01-11T00:00:00Z,2010-02-10T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1982,Rajasthan,No,No,No,Rajasthan
Jitendra Rai Goyal,Male,1948-04-04T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2010-04-03T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1971,Rajasthan,No,No,No,Rajasthan
Karni Singh Rathore,Male,1948-04-15T00:00:00Z,Not Available,Not Available,2000-10-30T00:00:00Z,2010-04-14T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1977,Rajasthan,No,No,No,Rajasthan
Deo Narayan Thanvi,Male,1948-06-03T00:00:00Z,Not Available,Not Available,2007-03-12T00:00:00Z,2010-06-02T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1971,Rajasthan,No,No,No,Rajasthan
Gauri Shanker Sarraf,Male,1948-07-01T00:00:00Z,Not Available,Not Available,2006-01-20T00:00:00Z,2010-06-30T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Arts,not available,not available,Not Applicable,Not Applicable,not available,No,Yes,Rajasthan
Satyaprakash Pathak,Male,1948-12-15T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2010-12-14T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1973,Rajasthan,No,No,No,Rajasthan
Rajendra Mal Lodha,Male,1949-09-28T00:00:00Z,Rajasthan,Jodhpur,1994-01-31T00:00:00Z,2014-09-27T00:00:00Z,No,No,Rajasthan,Yes,Bombay,1994-02-16T00:00:00Z,Rajasthan,2007-02-02T00:00:00Z,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,University of Jodhpur,Science,University of Jodhpur,not available,1973,Rajasthan,No,No,No,Rajasthan
Dalip Singh,Male,1950-11-18T00:00:00Z,Not Available,Not Available,2004-09-02T00:00:00Z,2012-11-17T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1974,Rajasthan,No,No,No,Rajasthan
Prakash Chandra Tatia,Male,1951-08-04T00:00:00Z,Not Available,Not Available,2001-01-11T00:00:00Z,2013-08-03T00:00:00Z,No,No,Rajasthan,Yes,Jharkhand,2011-04-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,Jodhpur University,1975,1975,Rajasthan,No,No,No,Rajasthan
Prem Shankar Asopa,Male,1951-09-30T00:00:00Z,Not Available,Not Available,2005-06-13T00:00:00Z,2013-09-29T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1974,Rajasthan,No,No,No,Rajasthan
Dinesh Maheshwari,Male,1958-05-15T00:00:00Z,Rajasthan,Udaipur,2004-09-02T00:00:00Z,2023-05-14T00:00:00Z,No,No,Rajasthan,Yes,Allahabad,2014-07-18T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Meghalaya,Karnataka,Not Applicable,Yes,2019-01-18T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,"Maharaja's College, University of Rajasthan, Jaipur",Science  (Physics),Jodhpur University,1980,1981,Rajasthan,No,No,No,Rajasthan
Malaya Sengupta,Male,1936-11-10T00:00:00Z,Not Available,Not Available,1995-09-27T00:00:00Z,1998-11-09T00:00:00Z,No,No,Calcutta,Yes,Sikkim,1995-10-16T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,I.C. Institution,K.N. College,not available,"University College of Law, Calcutta",not available,1961,West Bengal,No,No,No,Sikkim
Nongthomban Surjamani Singh,Male,1946-03-01T00:00:00Z,Not Available,Not Available,1996-01-29T00:00:00Z,2008-03-01T00:00:00Z,Yes,No,Gauhati,Yes,Sikkim,2003-01-07T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,not available,not available,not available,not available,1970,not available,not available,not available,not available,Sikkim
Ananda Prakash Subba,Male,1948-03-01T00:00:00Z,Sikkim,Hee Pechrek Busty,2004-10-04T00:00:00Z,2010-02-28T00:00:00Z,No,No,Sikkim,Yes,Gauhati,2007-04-04T00:00:00Z,Sikkim,2007-11-10T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,Kohima Science College,Science,Shillong Law college,1972,1973,"Assam, nagaland, Meghalaya, Manipur and Tripura",not available,not available,No,Sikkim
Aftab H. Saikia,Male,1949-04-07T00:00:00Z,Assam,"Dampur, Kamrup",2000-11-15T00:00:00Z,2011-04-06T00:00:00Z,No,No,Gauhati,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,J&K and Ladakh,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Cotton College,Science,Gauhati University,1974,1974,"Assam, nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,Yes,Sikkim
Paul Daniel Dinakaran Premkumar,Male,1950-05-09T00:00:00Z,Tamil nadu,"Arakkonam, North Arcot",1996-12-19T00:00:00Z,2011-07-29T00:00:00Z,No,Yes,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Karnataka,Sikkim,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Madras Law college,Arts,Madras Law college,not available,1976,Tamil nadu,No,No,No,Sikkim
Pius Chakkalayil Kuriakose,Male,1951-10-02T00:00:00Z,Kerala,"Trippunithura, Cochin",2002-09-09T00:00:00Z,2013-10-01T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,not available,not available,Maharajas Law College,not available,1974,Kerala,not available,not available,No,Sikkim
Narendra Jain,Male,1952-10-08T00:00:00Z,Rajasthan,"Newai, District Tonk",2004-09-02T00:00:00Z,2014-10-07T00:00:00Z,No,No,Rajasthan,Yes,Sikkim,2013-09-30T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,not available,Commerce,University of Delhi,1977,1978,Rajasthan,not available,not available,No,Sikkim
Sonam Phintso Wangdi,Male,1953-10-25T00:00:00Z,Sikkim,Temi,2009-06-23T00:00:00Z,2015-10-24T00:00:00Z,No,No,Sikkim,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Not Available,Yes,Not Available,"St. Edmund’s College, Shillong",Arts,University of Calcutta,not available,1982,West bengal,No,No,No,Sikkim
Sunil Kumar Sinha,Male,1954-07-07T00:00:00Z,Chhattisgarh,Ambikapur,2004-12-01T00:00:00Z,2016-07-06T00:00:00Z,No,No,Chhattisgarh,Yes,Sikkim,2014-07-14T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Govt. Multipurpose Higher Secondary School, Ambikapur","Govt. Post Graduate College, Ambikpur",Science,Govt. Post Graduate College Ambikapur,1980,1980,Madhya Pradesh,No,Yes,No,Sikkim
Satish Kumar Agnihotri,Male,1956-06-30T00:00:00Z,Not Available,Not Available,2005-05-05T00:00:00Z,2018-06-30T00:00:00Z,No,No,Chhattisgarh,Yes,Madras,2013-09-26T00:00:00Z,Sikkim,2016-05-23T00:00:00Z,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"A.P.S University, Rewa",Science,Delhi University,1982,1982,Delhi,No,Yes,No,Sikkim
Vijay Kumar Bist,Male,1957-09-17T00:00:00Z,Uttarakhand,"Lansdown, District Pauri Garhwal",2008-11-01T00:00:00Z,2019-09-16T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Intermediate College Kanskhet, Pauri Garhwal.",not available,not available,Allahabad University,not available,1984,Uttar Pradesh,No,Yes,No,Sikkim
Arup Kumar Goswami,Male,1961-03-11T00:00:00Z,Assam,Jorhat,2011-01-24T00:00:00Z,2023-03-10T00:00:00Z,No,No,Gauhati,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Andhra Pradesh,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"Cotton College, Gauhati University",not available,"Government Law College, Guwahati",1985,1985,"Assam, nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",not available,not available,No,Sikkim
Jitendra Maheshwari,Male,1961-06-29T00:00:00Z,Madhya Pradesh,"Morena, Joura",2005-11-25T00:00:00Z,2023-06-28T00:00:00Z,No,No,Madhya Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Andhra Pradesh,Sikkim,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1985,Madhya Pradesh,No,No,Yes,Sikkim
Bhaskar Raj Pradhan,Male,1963-12-15T00:00:00Z,Sikkim,Not Available,2017-05-23T00:00:00Z,2028-10-18T00:00:00Z,No,No,Sikkim,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Tashi Namgal Academy, St. Pauls school",Elphinstone college,Arts,Government Law College,1991,1991,Maharastra,No,No,No,Sikkim
Meenakshi Madan Rai,Female,1964-07-12T00:00:00Z,Sikkim,Gangtok,2015-04-15T00:00:00Z,2026-07-11T00:00:00Z,No,No,Sikkim,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Dowhill school,Lady Shriram college,Arts,"Campus Law Centre, Delhi University",1989,1990,Delhi,No,No,No,Sikkim
Bulusu Siva Sankara Rao,Male,1957-04-10T00:00:00Z,Andhra Pradesh,"Sakurru Village, Amalapuram Mandal, East Godavari",2013-10-23T00:00:00Z,2019-04-09T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,Yes,Not Available,Yes,"Sakurru, Bandarlanka, Amalapuram",not available,Commerce,Andhra University,not available,1984,Andhra Pradesh,No,Yes,Yes,Telangana
V. Ramasubramanian,Male,1958-06-30T00:00:00Z,Tamil Nadu,Chennai,2006-07-31T00:00:00Z,2023-06-29T00:00:00Z,No,No,Madras,Yes,Telangana,2016-04-27T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Himachal Pradesh,Not Applicable,Not Applicable,Yes,2019-09-23T00:00:00Z,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,"Ramakrishna Mission, Vivekananda College, Chennai","Vivekananda College, Chennai",Science,"Madras Law College,",not available,1983,Tamil nadu,No,No,No,Telangana
Thottathil Bhaskaran Nair Radhakrishnan,Male,1959-04-29T00:00:00Z,Kerala,Kollam,2004-10-14T00:00:00Z,2021-04-28T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Chhattisgarh,Telangana,Calcutta,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"St. Josephs Convent and Government Boys High School, Kollam; Arya Central School, Thiruvananthapuram; ISC by the University of Cambridge from Trinity Lyceum, Kollam","Fatima Matha national College, University of Kerala, Kollam",Science (Zoology),"K.G.F. Law College, Bangalore University, Kolar Gold Fields",not available,1983,Kerala,No,No,No,Telangana
Kodandaram Ram Challa,Male,1959-08-01T00:00:00Z,Andhra Pradesh,"Challavaripalli Village, Tadipatri Taluq, Anantapur",2013-04-12T00:00:00Z,2021-07-31T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Challavaripalli,Tadipatri","Satyasai College, White Fields, Bangalore",Science,"University Law College (Night College), Andhra University, Visakhapatnam",1983,1988,Andhra Pradesh,No,No,No,Telangana
Hima Kohli,Female,1959-09-02T00:00:00Z,New Delhi,New Delhi,2006-05-29T00:00:00Z,2024-09-01T00:00:00Z,No,No,Delhi,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Telangana,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,"St. Thomas School, New Delhi","St. Stephens College, University of Delhi",History,"Law Faculty, Campus Law Centre, University of Delhi",1984,1984,Delhi,No,Yes,No,Telangana
Adavalli Rajasheker Reddy,Male,1960-05-04T00:00:00Z,Telangana,"Sirsangandla Village, Peddavoora Mandal of Nalgonda District",2013-04-12T00:00:00Z,2022-05-03T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Yes,"St. Marys High School, Miryalaguda; St. Alphonsus High School, Nalgonda; New Science College, Hyderabad (Intermediate course)","A.V. College, Hyderabad",Science,Kakatiya University,not available,1985,Andhra Pradesh,No,No,No,Telangana
Shameem Akther,Male,1961-01-01T00:00:00Z,Telangana,Nalgonda,2017-01-17T00:00:00Z,2022-12-31T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"nagarjuna Government Degree College, nalgonda",Commerce,"University College of Law, nagpur",not available,1986,Andhra Pradesh,No,No,Yes,Telangana
Potilapalli Keshav Rao,Male,1961-03-29T00:00:00Z,Not Available,Not Available,2017-09-21T00:00:00Z,2023-03-28T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,"Kakatiya Degree College, Warangal",Science,Kakatiya University,1986,1986,Andhra Pradesh,No,No,No,Telangana
Ponugoti Naveen Rao,Male,1961-07-15T00:00:00Z,Telangana,"Nandi Myadaram village, Dharmaram mandal, Karimnagar",2013-04-12T00:00:00Z,2023-07-14T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"Nizam College, Hyderabad",Arts,Delhi University,1986,1986,Andhra Pradesh,No,No,No,Telangana
Abhinand Kumar Shavili,Male,1963-10-08T00:00:00Z,Not Available,Not Available,2017-09-21T00:00:00Z,2025-10-07T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"St. Johns Grammar School, Secunderabad; Nrupatunga Junior College (Intermediate course)","Nizam College, Hyderabad",Science,"University College of Law, Osmania University, Hyderabad",not available,1989,Andhra Pradesh,No,No,No,Telangana
Tadakamalla Vinod Kumar,Male,1964-11-17T00:00:00Z,Not Available,Not Available,2019-08-26T00:00:00Z,2026-11-16T00:00:00Z,No,No,Telangana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Suryapet, Nalgonda District and Hyderabad",Osmania University,Arts,Osmania University,not available,1988,Andhra Pradesh,No,No,No,Telangana
